Name,Rating,Release_date,Genres,Director_name,Runtime,URL
The Princess Switch 3: Romancing the Star,69.0,11/18/2021,"Romance,Comedy",Mike Rohl,1h 46m,https://themoviedb.org/movie/785533
Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,72.0,12/03/2016,Animation,Shunsuke Tada,1h 30m,https://themoviedb.org/movie/448969
Cult of Chucky,58.0,10/23/2017,"Horror,Thriller",Don Mancini,1h 31m,https://themoviedb.org/movie/393345
The Exorcism of Emily Rose,65.0,09/09/2005,"Crime,Drama,Horror,Thriller",Scott Derrickson,2h 2m,https://themoviedb.org/movie/8643
Extraction,74.0,04/24/2020,"Drama,Action,Thriller",Sam Hargrave,1h 56m,https://themoviedb.org/movie/545609
10.0 Earthquake,49.0,10/15/2014,"Drama,Adventure,Action",David Gidali,1h 28m,https://themoviedb.org/movie/302666
Gods of Egypt,56.0,02/25/2016,"Action,Adventure,Fantasy",Alex Proyas,2h 7m,https://themoviedb.org/movie/205584
Men in Black II,63.0,08/02/2002,"Action,Adventure,Comedy,ScienceFiction",Barry Sonnenfeld,1h 28m,https://themoviedb.org/movie/608
Sicario: Day of the Soldado,69.0,06/29/2018,"Action,Crime,Drama,Thriller",Stefano Sollima,2h 2m,https://themoviedb.org/movie/400535
Saving Private Ryan,82.0,07/24/1998,"Drama,History,War",Steven Spielberg,2h 49m,https://themoviedb.org/movie/857
Good Will Hunting,81.0,01/09/1998,Drama,Gus Van Sant,2h 7m,https://themoviedb.org/movie/489
Back to the Future,83.0,07/03/1985,"Adventure,Comedy,ScienceFiction,Family",Robert Zemeckis,1h 56m,https://themoviedb.org/movie/105
State of Play,68.0,04/17/2009,"Thriller,Drama,Mystery",Kevin Macdonald,2h 7m,https://themoviedb.org/movie/16995
Cast Away,77.0,12/22/2000,"Adventure,Drama",Robert Zemeckis,2h 23m,https://themoviedb.org/movie/8358
Pride & Prejudice,81.0,11/11/2005,"Drama,Romance",Joe Wright,2h 7m,https://themoviedb.org/movie/4348
The Watch,55.0,07/27/2012,"Comedy,Action,ScienceFiction",Akiva Schaffer,1h 42m,https://themoviedb.org/movie/80035
Rush Hour 2,67.0,08/03/2001,"Action,Comedy,Crime",Brett Ratner,1h 30m,https://themoviedb.org/movie/5175
Robert Reborn,42.0,04/05/2022,Horror,Andrew Jones,1h 25m,https://themoviedb.org/movie/586097
No Good Deed,60.0,09/12/2014,"Crime,Thriller",Sam Miller,1h 23m,https://themoviedb.org/movie/136835
Armageddon,68.0,07/01/1998,"Action,Thriller,ScienceFiction,Adventure",Michael Bay,2h 31m,https://themoviedb.org/movie/95
Legally Blonde,67.0,07/13/2001,Comedy,Robert Luketic,1h 36m,https://themoviedb.org/movie/8835
Diary of a Nymphomaniac,55.0,10/17/2008,"Drama,Romance",Christian Molina,1h 42m,https://themoviedb.org/movie/19173
Life Is Beautiful,85.0,12/20/1997,"Comedy,Drama",Roberto Benigni,1h 56m,https://themoviedb.org/movie/637
Bigbug,53.0,02/11/2022,"ScienceFiction,Comedy",Jean-Pierre Jeunet,1h 51m,https://themoviedb.org/movie/665828
Don't Blame the Kid,76.0,05/13/2016,"Comedy,Romance",Gustavo Loza,1h 53m,https://themoviedb.org/movie/369299
Regular Show: The Movie,78.0,09/01/2015,"Animation,Comedy,ScienceFiction,TVMovie",J.G. Quintel,1h 10m,https://themoviedb.org/movie/354857
One Piece 3D: Straw Hat Chase,67.0,03/19/2011,Animation,Hiroyuki Satou,30m,https://themoviedb.org/movie/79082
21 Jump Street,69.0,04/20/2012,"Action,Comedy,Crime","Phil Lord,Christopher Miller",1h 49m,https://themoviedb.org/movie/64688
Saw 3D,60.0,10/29/2010,"Horror,Crime",Kevin Greutert,1h 30m,https://themoviedb.org/movie/41439
Sherlock Holmes: A Game of Shadows,71.0,12/16/2011,"Adventure,Action,Crime,Mystery",Guy Ritchie,2h 9m,https://themoviedb.org/movie/58574
The Lego Batman Movie,72.0,02/10/2017,"Animation,Action,Comedy",Chris McKay,1h 44m,https://themoviedb.org/movie/324849
Daisy Quokka: World’s Scariest Animal,67.0,02/04/2021,"Animation,Comedy,Family",Ricard Cussó,1h 28m,https://themoviedb.org/movie/778814
Piranha 3D,54.0,08/20/2010,"Comedy,Horror",Alexandre Aja,1h 28m,https://themoviedb.org/movie/43593
Fantastic Four,58.0,07/08/2005,"Action,Adventure,Fantasy,ScienceFiction",Tim Story,1h 46m,https://themoviedb.org/movie/9738
Flavors of Youth,68.0,08/04/2018,"Animation,Romance,Drama","Xiaoxing Yi,Yoshitaka Takeuchi,Li Haoling",1h 14m,https://themoviedb.org/movie/513347
28 Days Later,72.0,06/27/2003,"Horror,Thriller,ScienceFiction",Danny Boyle,1h 53m,https://themoviedb.org/movie/170
Hereditary,72.0,06/21/2018,"Horror,Mystery,Thriller",Ari Aster,2h 8m,https://themoviedb.org/movie/493922
Sonic: Christmas Blast,52.0,10/23/2007,"Action,Animation,Comedy",Blair Peters,20m,https://themoviedb.org/movie/87442
The Handmaiden,83.0,06/01/2016,"Thriller,Drama,Romance",Park Chan-wook,2h 25m,https://themoviedb.org/movie/290098
Men in Black: International,60.0,06/14/2019,"Comedy,ScienceFiction",F. Gary Gray,1h 55m,https://themoviedb.org/movie/479455
Blackhat,54.0,01/16/2015,"Crime,Thriller,Action",Michael Mann,2h 13m,https://themoviedb.org/movie/201088
Meet the Robinsons,69.0,03/28/2007,"Animation,Comedy,Family",Stephen J. Anderson,1h 35m,https://themoviedb.org/movie/1267
Fantastic Four: Rise of the Silver Surfer,56.0,06/15/2007,"Adventure,Fantasy,Action,Thriller",Tim Story,1h 32m,https://themoviedb.org/movie/1979
The Legend of La Llorona,57.0,01/07/2022,"Horror,Thriller",Patricia Harris Seeley,1h 38m,https://themoviedb.org/movie/631947
"Sex, Shame & Tears",67.0,06/18/1999,"Comedy,Drama,Romance",Antonio Serrano,1h 50m,https://themoviedb.org/movie/22512
The Jungle Book,69.0,04/08/2016,"Family,Adventure,Drama,Fantasy",Jon Favreau,1h 46m,https://themoviedb.org/movie/278927
Sputnik,65.0,11/04/2020,"ScienceFiction,Drama,Horror",Egor Abramenko,1h 53m,https://themoviedb.org/movie/594718
Overboard,67.0,05/04/2018,"Romance,Comedy",Rob Greenberg,1h 52m,https://themoviedb.org/movie/454619
Goosebumps,63.0,10/23/2015,"Adventure,Horror,Comedy",Rob Letterman,1h 43m,https://themoviedb.org/movie/257445
Paranormal Activity: Tokyo Night,61.0,11/20/2010,"Horror,Thriller",Toshikazu Nagae,1h 31m,https://themoviedb.org/movie/59429
LEGO Monkie Kid: A Hero Is Born,63.0,03/13/2021,"Animation,TVMovie,Action,Comedy,Fantasy",,45m,https://themoviedb.org/movie/852663
Dune,62.0,12/14/1984,"Action,ScienceFiction,Adventure",David Lynch,2h 17m,https://themoviedb.org/movie/841
The BFG,62.0,07/01/2016,"Adventure,Family,Fantasy",Steven Spielberg,1h 57m,https://themoviedb.org/movie/267935
Midsommar,71.0,07/03/2019,"Horror,Drama,Mystery",Ari Aster,2h 28m,https://themoviedb.org/movie/530385
Saw IV,61.0,10/25/2007,"Horror,Thriller,Crime",Darren Lynn Bousman,1h 36m,https://themoviedb.org/movie/663
So Undercover,62.0,12/06/2012,"Action,Comedy",Tom Vaughan,1h 34m,https://themoviedb.org/movie/93837
Rogue One: A Star Wars Story,75.0,12/16/2016,"Action,Adventure,ScienceFiction",Gareth Edwards,2h 13m,https://themoviedb.org/movie/330459
Spy,68.0,06/05/2015,"Action,Comedy,Crime",Paul Feig,2h,https://themoviedb.org/movie/238713
Marley & Me,72.0,12/25/2008,"Comedy,Family",David Frankel,1h 55m,https://themoviedb.org/movie/14306
The Emoji Movie,55.0,07/23/2017,"Animation,Family,Comedy",Tony Leondis,1h 26m,https://themoviedb.org/movie/378236
No Fighting in the War Room Or: Dr Strangelove and the Nuclear Threat,58.0,10/28/2004,Documentary,John Scheinfeld,30m,https://themoviedb.org/movie/196733
Contraband,63.0,03/16/2012,"Thriller,Action,Drama,Crime",Baltasar Kormákur,1h 49m,https://themoviedb.org/movie/77866
Pocahontas,70.0,06/23/1995,"Adventure,Animation,Family,Romance","Mike Gabriel,Eric Goldberg",1h 21m,https://themoviedb.org/movie/10530
Parallel Mothers,69.0,10/08/2021,Drama,Pedro Almodóvar,2h 3m,https://themoviedb.org/movie/766798
Bright: Samurai Soul,58.0,10/12/2021,"Animation,Action,Fantasy",Kyohei Ishiguro,1h 20m,https://themoviedb.org/movie/839100
Bordello of Blood,59.0,08/16/1996,"Horror,Comedy",Gilbert Adler,1h 27m,https://themoviedb.org/movie/9431
Semen Demon,63.0,07/29/2005,"Horror,Fantasy",Minoru Inao,56m,https://themoviedb.org/movie/245992
Crystal Skulls,48.0,09/06/2014,"Adventure,ScienceFiction,TVMovie",Todor Chapkanov,1h 28m,https://themoviedb.org/movie/291167
Rush Hour 3,64.0,08/10/2007,"Action,Comedy,Crime",Brett Ratner,1h 31m,https://themoviedb.org/movie/5174
The Godfather: Part II,86.0,12/20/1974,"Drama,Crime",Francis Ford Coppola,3h 22m,https://themoviedb.org/movie/240
Leprechaun,56.0,01/08/1993,"Comedy,Horror",Mark Jones,1h 31m,https://themoviedb.org/movie/11811
Never Back Down,67.0,03/04/2008,"Drama,Action",Jeff Wadlow,1h 55m,https://themoviedb.org/movie/8456
The Last Witch Hunter,59.0,10/23/2015,"Fantasy,Action,Adventure,ScienceFiction",Breck Eisner,1h 46m,https://themoviedb.org/movie/274854
Dragons: Dawn Of The Dragon Racers,72.0,05/26/2015,"Animation,Family,Adventure,Comedy,Fantasy","Elaine Bogan,John Sanford",26m,https://themoviedb.org/movie/298115
Boiling Point,74.0,07/05/2021,"Drama,Thriller",Philip Barantini,1h 32m,https://themoviedb.org/movie/807196
The Revenant,75.0,01/29/2016,"Western,Drama,Adventure",Alejandro González Iñárritu,2h 37m,https://themoviedb.org/movie/281957
Rush,77.0,09/20/2013,"Drama,Action",Ron Howard,2h 3m,https://themoviedb.org/movie/96721
Pandora,75.0,12/07/2016,"Thriller,Drama,Action",Park Jung-woo,2h 16m,https://themoviedb.org/movie/429450
Intersect,58.0,09/15/2020,"Horror,ScienceFiction,Thriller",Gus Holwerda,1h 59m,https://themoviedb.org/movie/736509
Independence Day: Resurgence,53.0,06/24/2016,"Action,Adventure,ScienceFiction",Roland Emmerich,2h,https://themoviedb.org/movie/47933
The Mortuary Collection,69.0,10/08/2020,"Fantasy,Horror",Ryan Spindell,1h 48m,https://themoviedb.org/movie/524216
My Extraordinary Summer with Tess,74.0,07/03/2019,Drama,Steven Wouterlood,1h 22m,https://themoviedb.org/movie/575803
Samson,58.0,02/16/2018,"Action,Drama,Adventure",Bruce Macdonald,1h 50m,https://themoviedb.org/movie/474392
Warcraft,63.0,06/10/2016,"Action,Adventure,Fantasy",Duncan Jones,2h 3m,https://themoviedb.org/movie/68735
Addams Family Values,69.0,11/19/1993,"Comedy,Family,Fantasy",Barry Sonnenfeld,1h 34m,https://themoviedb.org/movie/2758
The Monkey King,56.0,01/25/2014,"Action,Adventure,Family",Soi Cheang,1h 59m,https://themoviedb.org/movie/119892
Into the White,69.0,03/09/2012,"War,Action,Drama",Petter Næss,1h 44m,https://themoviedb.org/movie/78215
Greta,66.0,04/19/2019,"Mystery,Thriller,Horror",Neil Jordan,1h 38m,https://themoviedb.org/movie/471506
Endangered Species,61.0,05/28/2021,"Thriller,Action",M.J. Bassett,1h 41m,https://themoviedb.org/movie/817451
Choose or Die,53.0,04/15/2022,"Horror,Thriller,Drama",Toby Meakins,1h 25m,https://themoviedb.org/movie/838484
Princess Protection Program,66.0,06/26/2009,"Family,TVMovie,Comedy,Drama",Allison Liddi-Brown,1h 29m,https://themoviedb.org/movie/19458
The Boss Baby: Get That Baby!,69.0,09/01/2020,"Comedy,Family,Animation",,24m,https://themoviedb.org/movie/735364
The Rental,56.0,07/24/2020,Horror,Dave Franco,1h 28m,https://themoviedb.org/movie/587496
The Hustle,63.0,05/10/2019,Comedy,Chris Addison,1h 34m,https://themoviedb.org/movie/449562
Teenage Mutant Ninja Turtles: Out of the Shadows,60.0,06/03/2016,"Action,Adventure,Comedy,Family,ScienceFiction",Dave Green,1h 52m,https://themoviedb.org/movie/308531
Breathless,59.0,08/11/2021,"Crime,Drama,Thriller",Ettore D'Alessandro,1h 46m,https://themoviedb.org/movie/860425
The Addams Family,70.0,11/22/1991,"Comedy,Fantasy",Barry Sonnenfeld,1h 42m,https://themoviedb.org/movie/2907
Bridge to Terabithia,73.0,02/16/2007,"Adventure,Drama,Family",Gábor Csupó,1h 36m,https://themoviedb.org/movie/1265
Naruto: Ninja Clash in the Land of Snow,72.0,08/21/2004,"Comedy,Action,Animation,Adventure",Tensai Okamura,1h 22m,https://themoviedb.org/movie/16907
Hostel: Part II,58.0,06/08/2007,Horror,Eli Roth,1h 33m,https://themoviedb.org/movie/1691
Sex Doll,55.0,12/07/2016,"Drama,Thriller,Mystery",Sylvie Verheyde,1h 42m,https://themoviedb.org/movie/412520
Alvin and the Chipmunks: Chipwrecked,57.0,12/16/2011,"Comedy,Fantasy,Family,Music,Animation",Mike Mitchell,1h 27m,https://themoviedb.org/movie/55301
Sin Nombre,76.0,04/17/2009,"Drama,Action,Thriller,Crime",Cary Joji Fukunaga,1h 36m,https://themoviedb.org/movie/21191
The Platform,70.0,11/08/2019,"Drama,ScienceFiction,Thriller",Galder Gaztelu-Urrutia,1h 35m,https://themoviedb.org/movie/619264
Scream 4,64.0,04/15/2011,"Horror,Mystery",Wes Craven,1h 51m,https://themoviedb.org/movie/41446
Young Mother 3,59.0,09/03/2015,Romance,Chae Gil-byeong,1h 35m,https://themoviedb.org/movie/386716
Friday the 13th Part 2,61.0,05/01/1981,"Horror,Thriller",Steve Miner,1h 27m,https://themoviedb.org/movie/9725
Green Lantern: Emerald Knights,67.0,06/07/2011,"Action,Adventure,Animation,ScienceFiction,Drama","Christopher Berkeley,Jay Oliva,Lauren Montgomery",1h 24m,https://themoviedb.org/movie/65291
Tinker Bell,68.0,10/27/2008,"Animation,Family,Adventure,Fantasy",Bradley Raymond,1h 18m,https://themoviedb.org/movie/13179
The Other Guys,63.0,08/06/2010,"Comedy,Action,Crime",Adam McKay,1h 47m,https://themoviedb.org/movie/27581
Bad Boys II,66.0,07/18/2003,"Adventure,Action,Comedy,Thriller,Crime",Michael Bay,2h 27m,https://themoviedb.org/movie/8961
The Garden of Words,76.0,05/31/2013,"Animation,Drama,Romance",Makoto Shinkai,46m,https://themoviedb.org/movie/198375
Ice Age: The Great Egg-Scapade,64.0,03/19/2016,"Adventure,Animation,Comedy,Family,TVMovie",Ricardo Curtis,25m,https://themoviedb.org/movie/387893
The Book of Daniel,73.0,10/01/2013,"Fantasy,Drama",Anna Zielinski,1h 28m,https://themoviedb.org/movie/227859
Pretty Woman,74.0,03/23/1990,"Romance,Comedy",Garry Marshall,1h 59m,https://themoviedb.org/movie/114
Life As We Know It,69.0,10/08/2010,"Comedy,Romance,Drama",Greg Berlanti,1h 54m,https://themoviedb.org/movie/38408
Smurfs: The Lost Village,63.0,04/21/2017,"Family,Adventure,Animation,Comedy",Kelly Asbury,1h 29m,https://themoviedb.org/movie/137116
The Villainess,69.0,06/08/2017,"Drama,Action",Jung Byung-gil,2h 9m,https://themoviedb.org/movie/437109
Bring It On: Worldwide #Cheersmack,60.0,10/17/2017,"Comedy,Romance",Robert Adetuyi,1h 35m,https://themoviedb.org/movie/467248
P2,61.0,11/09/2007,"Horror,Thriller",Franck Khalfoun,1h 38m,https://themoviedb.org/movie/13474
Perfect Strangers,67.0,12/01/2017,"Drama,Comedy",Álex de la Iglesia,1h 41m,https://themoviedb.org/movie/435126
Iron Mask,62.0,09/19/2019,"Adventure,Fantasy",Oleg Stepchenko,2h 1m,https://themoviedb.org/movie/428045
Earwig and the Witch,60.0,08/27/2021,"Animation,Fantasy,Family",Goro Miyazaki,1h 22m,https://themoviedb.org/movie/683127
Little Man,59.0,08/31/2006,"Comedy,Crime",Keenen Ivory Wayans,1h 38m,https://themoviedb.org/movie/9072
Parasyte: Part 2,70.0,04/25/2015,"ScienceFiction,Horror",Takashi Yamazaki,1h 57m,https://themoviedb.org/movie/282070
The Pursuit of Happyness,79.0,12/14/2006,Drama,Gabriele Muccino,1h 57m,https://themoviedb.org/movie/1402
Jurassic Park,79.0,04/15/1994,"Adventure,ScienceFiction",Steven Spielberg,2h 7m,https://themoviedb.org/movie/329
The Equalizer 2,66.0,07/20/2018,"Action,Thriller,Crime",Antoine Fuqua,2h 1m,https://themoviedb.org/movie/345887
Constantine: The House of Mystery,58.0,05/03/2022,"Animation,Fantasy,Horror,Action",Matt Peters,27m,https://themoviedb.org/movie/791348
The Legend of the Nahuala,76.0,10/31/2007,"Animation,Family,Fantasy",Ricardo Arnaiz,1h 20m,https://themoviedb.org/movie/29826
Life of Pi,74.0,11/21/2012,"Adventure,Drama,Action",Ang Lee,2h 7m,https://themoviedb.org/movie/87827
Dragon Ball: Nippon Ijin Taisho,40.0,04/08/2007,,,10m,https://themoviedb.org/movie/751793
Léon: The Professional,83.0,09/23/1996,"Crime,Drama,Action",Luc Besson,1h 51m,https://themoviedb.org/movie/101
The Barbie Diaries,62.0,12/31/2006,"Family,Animation","Kallan Kagan,Eric Fogel",1h 10m,https://themoviedb.org/movie/21705
American Pie Presents: Band Camp,55.0,12/30/2005,Comedy,Steve Rash,1h 34m,https://themoviedb.org/movie/8274
Predator 2,62.0,11/20/1990,"ScienceFiction,Action,Thriller",Stephen Hopkins,1h 48m,https://themoviedb.org/movie/169
The Amityville Harvest,67.0,10/20/2020,Horror,Thomas J. Churchill,1h 38m,https://themoviedb.org/movie/732472
The French Dispatch,72.0,10/29/2021,"Comedy,Drama,Romance",Wes Anderson,1h 48m,https://themoviedb.org/movie/542178
Whiplash,84.0,10/15/2014,"Drama,Music",Damien Chazelle,1h 47m,https://themoviedb.org/movie/244786
After Earth,52.0,05/31/2013,"ScienceFiction,Action,Adventure",M. Night Shyamalan,1h 40m,https://themoviedb.org/movie/82700
Saw VI,62.0,10/22/2009,"Horror,Mystery",Kevin Greutert,1h 36m,https://themoviedb.org/movie/22804
The Guilty,64.0,09/24/2021,"Drama,Thriller",Antoine Fuqua,1h 31m,https://themoviedb.org/movie/567748
Sex and the City 2,61.0,05/27/2010,"Comedy,Drama,Romance",Michael Patrick King,2h 26m,https://themoviedb.org/movie/37786
Terrifier,65.0,10/15/2016,"Horror,Thriller",Damien Leone,1h 24m,https://themoviedb.org/movie/420634
The Christmas Chronicles: Part Two,66.0,11/18/2020,"Family,Fantasy,Adventure,Comedy",Chris Columbus,1h 52m,https://themoviedb.org/movie/654028
Friday the 13th: The Final Chapter,61.0,04/13/1984,Horror,Joseph Zito,1h 31m,https://themoviedb.org/movie/9730
The Blair Witch Project,63.0,07/30/1999,"Horror,Mystery","Eduardo Sánchez,Daniel Myrick",1h 21m,https://themoviedb.org/movie/2667
Barbie Mariposa & the Fairy Princess,70.0,08/27/2013,"Animation,Family,Fantasy",William Lau,1h 15m,https://themoviedb.org/movie/196254
John and the Hole,58.0,08/06/2021,"Thriller,Drama,Mystery",Pascual Sisto,1h 38m,https://themoviedb.org/movie/682532
The Imitation Game,80.0,12/19/2014,"History,Drama,Thriller,War",Morten Tyldum,1h 53m,https://themoviedb.org/movie/205596
Barbie Fairytopia: Magic of the Rainbow,68.0,03/13/2007,"Animation,Family,Fantasy,Romance",William Lau,1h 15m,https://themoviedb.org/movie/16962
Superfast!,50.0,04/02/2015,"Comedy,Action","Jason Friedberg,Aaron Seltzer",1h 39m,https://themoviedb.org/movie/325358
R.I.P.D.,58.0,07/19/2013,"Fantasy,Action,Comedy,Crime",Robert Schwentke,1h 36m,https://themoviedb.org/movie/49524
The Mermaid,64.0,02/08/2016,"Comedy,Fantasy,Romance",Stephen Chow,1h 33m,https://themoviedb.org/movie/381890
Chemical Hearts,75.0,08/21/2020,"Drama,Romance",Richard Tanne,1h 33m,https://themoviedb.org/movie/621013
The Empty Man,62.0,10/23/2020,"Horror,Mystery,Thriller",David Prior,2h 17m,https://themoviedb.org/movie/516632
Hannah Montana: The Movie,66.0,04/10/2009,"Comedy,Drama,Family,Music,Romance",Peter Chelsom,1h 42m,https://themoviedb.org/movie/18126
6 Underground,63.0,12/13/2019,"Action,Thriller,Comedy",Michael Bay,2h 8m,https://themoviedb.org/movie/509967
Kingsglaive: Final Fantasy XV,68.0,07/09/2016,"Animation,ScienceFiction,Action",Takeshi Nozue,1h 55m,https://themoviedb.org/movie/390734
Spider-Man 2,72.0,07/23/2004,"Action,Adventure,Fantasy",Sam Raimi,2h 7m,https://themoviedb.org/movie/558
The Nun,55.0,11/03/2005,"Horror,Mystery",Luis de la Madrid,1h 41m,https://themoviedb.org/movie/42968
Facing the Giants,75.0,09/29/2006,Drama,Alex Kendrick,1h 51m,https://themoviedb.org/movie/18925
Astro Boy,63.0,10/23/2009,"Animation,Action,Family,ScienceFiction",David Bowers,1h 34m,https://themoviedb.org/movie/16577
Sugar Daddy,63.0,04/09/2021,Drama,Wendy Morgan,1h 40m,https://themoviedb.org/movie/763240
Zathura: A Space Adventure,64.0,11/11/2005,"Family,Fantasy,ScienceFiction,Adventure,Comedy",Jon Favreau,1h 41m,https://themoviedb.org/movie/6795
Pearl Harbor,69.0,05/21/2001,"Action,War,History,Romance,Drama",Michael Bay,3h 3m,https://themoviedb.org/movie/676
Friends with Benefits,67.0,07/21/2011,"Romance,Comedy",Will Gluck,1h 49m,https://themoviedb.org/movie/50544
Child's Play,60.0,06/21/2019,Horror,Lars Klevberg,1h 30m,https://themoviedb.org/movie/533642
The Irregular at Magic High School: The Girl Who Summons the Stars,60.0,06/17/2017,"ScienceFiction,Action,Animation,Fantasy",Risako Yoshida,1h 30m,https://themoviedb.org/movie/431821
Ben 10 Alien Swarm,63.0,11/25/2009,Adventure,Alex Winter,1h 30m,https://themoviedb.org/movie/25642
Blade,67.0,08/21/1998,"Horror,Action",Stephen Norrington,2h,https://themoviedb.org/movie/36647
A Dog's Journey,81.0,05/30/2019,"Family,Adventure,Drama",Gail Mancuso,1h 49m,https://themoviedb.org/movie/522518
Romance,54.0,04/14/1999,"Drama,Romance",Catherine Breillat,1h 39m,https://themoviedb.org/movie/26338
Miracle in Cell No. 7,83.0,10/11/2019,"Drama,Comedy,Family",Mehmet Ada Öztekin,2h 12m,https://themoviedb.org/movie/637920
Percy Jackson: Sea of Monsters,60.0,08/07/2013,"Adventure,Family,Fantasy",Thor Freudenthal,1h 46m,https://themoviedb.org/movie/76285
Snowpiercer,69.0,08/01/2013,"Action,ScienceFiction,Drama",Bong Joon-ho,2h 7m,https://themoviedb.org/movie/110415
One Piece Film: Z,75.0,12/15/2012,"Action,Adventure,Animation",Tatsuya Nagamine,1h 48m,https://themoviedb.org/movie/176983
Je te veux moi non plus,57.0,03/26/2021,"Comedy,Romance",Rodolphe Lauga,1h 40m,https://themoviedb.org/movie/799844
Speed,71.0,06/09/1994,"Action,Adventure,Crime",Jan de Bont,1h 56m,https://themoviedb.org/movie/1637
Blade II,65.0,03/22/2002,"Fantasy,Horror,Action,Thriller",Guillermo del Toro,1h 57m,https://themoviedb.org/movie/36586
Son of the Mask,42.0,02/18/2005,"Fantasy,Comedy,Family,Adventure",Lawrence Guterman,1h 34m,https://themoviedb.org/movie/10214
Truth or Dare,60.0,04/13/2018,"Thriller,Horror",Jeff Wadlow,1h 40m,https://themoviedb.org/movie/460019
El club del paro,48.0,09/17/2021,Comedy,David Marqués,NAN,https://themoviedb.org/movie/809778
Dragon Ball & Dr. Slump Special,0.0,10/04/2013,"Animation,Action,Comedy,ScienceFiction",Shigeyasu Yamauchi,1h 23m,https://themoviedb.org/movie/965829
Summer Wars,75.0,08/01/2009,Animation,Mamoru Hosoda,1h 54m,https://themoviedb.org/movie/28874
The Jack in the Box,55.0,11/09/2019,Horror,Lawrence Fowler,1h 27m,https://themoviedb.org/movie/622420
Tune in for Love,79.0,08/28/2019,"Romance,Drama",Jung Ji-woo,2h 2m,https://themoviedb.org/movie/570503
The Blue Lagoon,62.0,07/05/1980,"Romance,Adventure",Randal Kleiser,1h 44m,https://themoviedb.org/movie/5689
The Empire of Corpses,60.0,10/02/2015,"Animation,Mystery,Horror,ScienceFiction",Ryotaro Makihara,2h,https://themoviedb.org/movie/342588
Life,64.0,03/24/2017,"Horror,ScienceFiction,Thriller",Daniel Espinosa,1h 44m,https://themoviedb.org/movie/395992
Monster High: Welcome to Monster High,67.0,08/27/2016,"Animation,Family","Stephen Donnelly,Olly Reid,Jun Falkenstein",1h 13m,https://themoviedb.org/movie/413736
Johnny English Reborn,62.0,10/21/2011,"Crime,Adventure,Action,Comedy,Thriller",Oliver Parker,1h 41m,https://themoviedb.org/movie/58233
DRagON BALL P2 2wice dropda bbeet,15.0,07/01/2008,,Petra Cortright,1m,https://themoviedb.org/movie/796822
Transporter 3,61.0,12/05/2008,"Action,Adventure,Thriller,Crime",Olivier Megaton,1h 44m,https://themoviedb.org/movie/13387
Hotel Desire,59.0,12/07/2011,"Drama,Romance",Sergej Moya,38m,https://themoviedb.org/movie/82023
When Marnie Was There,80.0,07/19/2014,"Animation,Drama",Hiromasa Yonebayashi,1h 43m,https://themoviedb.org/movie/242828
The Girl Next Door,67.0,04/09/2004,"Comedy,Romance",Luke Greenfield,1h 50m,https://themoviedb.org/movie/10591
Schindler's List,86.0,06/13/1994,"Drama,History,War",Steven Spielberg,3h 15m,https://themoviedb.org/movie/424
Now You See Me 2,68.0,06/10/2016,"Thriller,Action,Comedy",Jon M. Chu,2h 9m,https://themoviedb.org/movie/291805
Space Jam,69.0,11/15/1996,"Family,Animation,Comedy,ScienceFiction",Joe Pytka,1h 28m,https://themoviedb.org/movie/2300
Planes,59.0,08/09/2013,"Animation,Family,Adventure,Comedy",Klay Hall,1h 31m,https://themoviedb.org/movie/151960
Instructions for Su,78.0,04/08/2021,"Comedy,Drama",José Ramón Chávez Delgado,1h 32m,https://themoviedb.org/movie/676842
The Rugrats Movie,62.0,11/20/1998,"Family,Animation,Comedy,Adventure","Norton Virgien,Igor Kovalyov",1h 19m,https://themoviedb.org/movie/14444
Avengers Grimm,40.0,03/17/2015,"Action,Fantasy",Jeremy M. Inman,1h 30m,https://themoviedb.org/movie/323660
Dolittle,67.0,01/17/2020,"Family,Fantasy,Adventure",Stephen Gaghan,1h 41m,https://themoviedb.org/movie/448119
Blood Diamond,75.0,06/25/2007,"Drama,Thriller,Action",Edward Zwick,2h 23m,https://themoviedb.org/movie/1372
Snow White and the Huntsman,60.0,06/01/2012,"Adventure,Fantasy,Drama",Rupert Sanders,2h 7m,https://themoviedb.org/movie/58595
Jack and Jill,43.0,11/11/2011,Comedy,Dennis Dugan,1h 31m,https://themoviedb.org/movie/71880
Silent Hill,65.0,04/21/2006,"Horror,Mystery",Christophe Gans,2h 5m,https://themoviedb.org/movie/588
Turbo: A Power Rangers Movie,57.0,03/27/1997,"Action,Adventure,Family,Fantasy,ScienceFiction,Thriller","Shuki Levy,David Winning",1h 39m,https://themoviedb.org/movie/6499
Hulk,55.0,06/20/2003,"Action,ScienceFiction",Ang Lee,2h 18m,https://themoviedb.org/movie/1927
Se7en,83.0,09/22/1995,"Crime,Mystery,Thriller",David Fincher,2h 7m,https://themoviedb.org/movie/807
Halo Effect,35.0,01/01/2012,"Adventure,Documentary",Steve Fisher,47m,https://themoviedb.org/movie/127708
Lilo & Stitch 2: Stitch Has a Glitch,66.0,08/29/2005,"Animation,Family,Comedy,ScienceFiction","Tony Leondis,Michael LaBash",1h 8m,https://themoviedb.org/movie/20760
