Name,Rating,Release_date,Genres,Director_name,Runtime,URL
The Grudge,59.0,10/22/2004,"Horror,Mystery,Thriller",Takashi Shimizu,1h 32m,https://themoviedb.org/movie/1970
Halloween,65.0,10/19/2018,"Horror,Thriller",David Gordon Green,1h 46m,https://themoviedb.org/movie/424139
Pipeline,78.0,05/26/2021,"Crime,Adventure",Yoo Ha,1h 48m,https://themoviedb.org/movie/618200
The Thing,80.0,06/25/1982,"Horror,Mystery,ScienceFiction",John Carpenter,1h 49m,https://themoviedb.org/movie/1091
Tony Hawk: Until the Wheels Fall Off,68.0,04/05/2022,Documentary,Sam Jones,2h 15m,https://themoviedb.org/movie/881198
Star Wars: Episode III - Revenge of the Sith,74.0,05/20/2005,"ScienceFiction,Adventure,Action",George Lucas,2h 20m,https://themoviedb.org/movie/1895
Where the Wild Things Are,65.0,10/16/2009,"Family,Fantasy,ScienceFiction,Drama",Spike Jonze,1h 41m,https://themoviedb.org/movie/16523
How to Be Single,62.0,02/12/2016,"Comedy,Romance",Christian Ditter,1h 50m,https://themoviedb.org/movie/259694
Parker,60.0,01/25/2013,"Action,Crime",Taylor Hackford,1h 58m,https://themoviedb.org/movie/119283
Sex and Lucía,66.0,08/24/2001,"Drama,Romance",Julio Medem,2h 8m,https://themoviedb.org/movie/1364
Little Women,79.0,12/25/2019,"Drama,Romance",Greta Gerwig,2h 15m,https://themoviedb.org/movie/331482
Franco Escamilla: Clown!,0.0,04/28/2022,Comedy,Franco Escamilla,2h 36m,https://themoviedb.org/movie/960713
Naruto: Legend of the Stone of Gelel,66.0,08/06/2005,"Animation,Adventure,Fantasy",Hirotsugu Kawasaki,1h 36m,https://themoviedb.org/movie/16910
A Nightmare on Elm Street,73.0,11/16/1984,Horror,Wes Craven,1h 31m,https://themoviedb.org/movie/377
Focus,69.0,02/27/2015,"Romance,Comedy,Crime,Drama","Glenn Ficarra,John Requa",1h 45m,https://themoviedb.org/movie/256591
Reaching Distance,59.0,10/01/2018,"Drama,Mystery,Thriller",David Fairhurst,1h 33m,https://themoviedb.org/movie/553962
Sekaiichi Hatsukoi Movie,63.0,03/15/2014,"Animation,Romance,Drama",Chiaki Kon,50m,https://themoviedb.org/movie/448441
Hellboy,55.0,04/12/2019,"Fantasy,Action,Adventure,ScienceFiction",Neil Marshall,2h 1m,https://themoviedb.org/movie/456740
The Porno Killers,31.0,04/20/1980,"Crime,Action",Roberto Mauri,1h 22m,https://themoviedb.org/movie/288985
Haunting of the Mary Celeste,58.0,10/23/2020,Horror,Shana Betz,1h 14m,https://themoviedb.org/movie/756278
Rocky II,72.0,06/15/1979,Drama,Sylvester Stallone,1h 59m,https://themoviedb.org/movie/1367
Alien,81.0,12/06/1979,"Horror,ScienceFiction",Ridley Scott,1h 57m,https://themoviedb.org/movie/348
Transformers: Beginnings,69.0,10/16/2006,"Animation,Action,Thriller,ScienceFiction",,22m,https://themoviedb.org/movie/25565
Bride Wars,62.0,01/09/2009,"Comedy,Romance",Gary Winick,1h 29m,https://themoviedb.org/movie/10521
Project Almanac,66.0,01/30/2015,"ScienceFiction,Thriller,Drama",Dean Israelite,1h 46m,https://themoviedb.org/movie/227719
Angel Has Fallen,65.0,08/23/2019,"Action,Thriller",Ric Roman Waugh,2h 2m,https://themoviedb.org/movie/423204
Con Air,67.0,06/06/1997,"Action,Thriller,Crime",Simon West,1h 56m,https://themoviedb.org/movie/1701
The Curious Case of Benjamin Button,76.0,12/25/2008,"Drama,Fantasy,Romance",David Fincher,2h 46m,https://themoviedb.org/movie/4922
"As Above, So Below",67.0,08/29/2014,"Horror,Thriller",John Erick Dowdle,1h 33m,https://themoviedb.org/movie/256274
The Happening,53.0,06/13/2008,"Thriller,ScienceFiction",M. Night Shyamalan,1h 31m,https://themoviedb.org/movie/8645
Licorice Pizza,71.0,12/25/2021,"Drama,Comedy",Paul Thomas Anderson,2h 13m,https://themoviedb.org/movie/718032
Friday the 13th,58.0,02/13/2009,Horror,Marcus Nispel,1h 37m,https://themoviedb.org/movie/13207
Together Together,68.0,04/23/2021,Comedy,Nikole Beckwith,1h 30m,https://themoviedb.org/movie/776515
Mercenaries,54.0,08/05/2014,Action,Christopher Ray,1h 30m,https://themoviedb.org/movie/277597
Courageous,75.0,09/30/2011,Drama,Alex Kendrick,2h 9m,https://themoviedb.org/movie/72213
Spell,64.0,06/22/2021,"Thriller,Horror",Mark Tonderai,1h 31m,https://themoviedb.org/movie/621151
Parasyte: Part 1,71.0,11/29/2014,"ScienceFiction,Horror",Takashi Yamazaki,1h 49m,https://themoviedb.org/movie/282069
Wolf Children,83.0,07/21/2012,"Animation,Drama,Family,Fantasy",Mamoru Hosoda,1h 57m,https://themoviedb.org/movie/110420
Mission: Impossible - Fallout,74.0,07/27/2018,"Action,Adventure",Christopher McQuarrie,2h 27m,https://themoviedb.org/movie/353081
Prisoners,81.0,09/27/2013,"Drama,Thriller,Crime",Denis Villeneuve,2h 33m,https://themoviedb.org/movie/146233
Space Pirate Captain Harlock,66.0,09/07/2013,"Animation,ScienceFiction",Shinji Aramaki,1h 55m,https://themoviedb.org/movie/192577
Dragon Ball Z: Gather Together! Goku's World,71.0,09/17/1992,"Action,Animation,Adventure",,26m,https://themoviedb.org/movie/299963
Dawn of the Dead,70.0,03/19/2004,"Action,Horror",Zack Snyder,1h 41m,https://themoviedb.org/movie/924
Get Out,76.0,02/24/2017,"Mystery,Thriller,Horror",Jordan Peele,1h 44m,https://themoviedb.org/movie/419430
The Marine 3: Homefront,62.0,03/05/2013,Action,Scott Wiper,1h 26m,https://themoviedb.org/movie/171581
The Princess Diaries,69.0,08/03/2001,"Comedy,Family,Romance",Garry Marshall,1h 55m,https://themoviedb.org/movie/9880
Justice League Dark: Apokolips War,84.0,05/05/2020,"Animation,Action,Adventure,Fantasy,ScienceFiction","Matt Peters,Christina Sotta",1h 30m,https://themoviedb.org/movie/618344
Love and Monsters,74.0,10/16/2020,"Comedy,Action,Adventure,Fantasy",Michael Matthews,1h 49m,https://themoviedb.org/movie/590223
Suicide Squad: Hell to Pay,71.0,05/09/2018,"ScienceFiction,Action,Animation",Sam Liu,1h 26m,https://themoviedb.org/movie/487242
Source Code,73.0,05/01/2011,"Thriller,ScienceFiction,Mystery",Duncan Jones,1h 34m,https://themoviedb.org/movie/45612
The Godfather: Part III,74.0,12/25/1990,"Crime,Drama,Thriller",Francis Ford Coppola,2h 50m,https://themoviedb.org/movie/242
Downfall: The Case Against Boeing,72.0,02/09/2022,Documentary,Rory Kennedy,1h 29m,https://themoviedb.org/movie/913862
Aliens,79.0,07/18/1986,"Action,Thriller,ScienceFiction",James Cameron,2h 17m,https://themoviedb.org/movie/679
Braveheart,79.0,06/22/1995,"Action,Drama,History,War",Mel Gibson,2h 58m,https://themoviedb.org/movie/197
1917,80.0,01/17/2020,"War,Drama,Action,Thriller",Sam Mendes,1h 59m,https://themoviedb.org/movie/530915
Born to Race: Fast Track,66.0,03/20/2014,Action,Alex Ranarivelo,1h 34m,https://themoviedb.org/movie/213927
A Tale of Two Sisters,71.0,06/13/2003,"Drama,Horror,Mystery",Kim Jee-woon,1h 55m,https://themoviedb.org/movie/4552
Ghosts of War,60.0,07/03/2020,"Horror,Thriller,War,Fantasy",Eric Bress,1h 34m,https://themoviedb.org/movie/608195
Pitch Perfect 2,69.0,05/15/2015,"Comedy,Music",Elizabeth Banks,1h 55m,https://themoviedb.org/movie/254470
Siren,60.0,12/02/2016,Horror,Gregg Bishop,1h 22m,https://themoviedb.org/movie/355506
Lone Survivor,74.0,01/17/2014,"War,Action,Drama,History",Peter Berg,2h 1m,https://themoviedb.org/movie/193756
The Change-Up,61.0,08/05/2011,Comedy,David Dobkin,1h 52m,https://themoviedb.org/movie/49520
"Salò, or the 120 Days of Sodom",65.0,01/10/1976,"War,Drama,Horror",Pier Paolo Pasolini,1h 57m,https://themoviedb.org/movie/5336
Countdown,64.0,10/25/2019,"Horror,Thriller",Justin Dec,1h 30m,https://themoviedb.org/movie/599975
Ong Bak 2,64.0,12/04/2008,"Adventure,Action,Thriller","Panna Rittikrai,Tony Jaa",1h 38m,https://themoviedb.org/movie/16353
Long Shot,67.0,05/03/2019,"Comedy,Romance",Jonathan Levine,2h 5m,https://themoviedb.org/movie/459992
Killer Elite,63.0,11/01/2011,"Action,Adventure,Thriller",Gary McKendry,1h 56m,https://themoviedb.org/movie/49021
The Kids Are Alright: Destination Asturias,48.0,07/08/2021,"Comedy,Family",Santiago Segura,1h 29m,https://themoviedb.org/movie/800823
The Batman: Making-Of,0.0,04/18/2022,Documentary,,53m,https://themoviedb.org/movie/966979
Elysium,65.0,08/16/2013,"ScienceFiction,Action,Drama,Thriller",Neill Blomkamp,1h 49m,https://themoviedb.org/movie/68724
Geostorm,61.0,10/27/2017,"Action,ScienceFiction,Thriller",Dean Devlin,1h 49m,https://themoviedb.org/movie/274855
The Doorman,58.0,10/01/2020,"Action,Thriller",Ryûhei Kitamura,1h 37m,https://themoviedb.org/movie/737568
Downton Abbey: A New Era,74.0,04/29/2022,"Drama,History,Romance",Simon Curtis,2h 5m,https://themoviedb.org/movie/820446
Akira,80.0,07/16/1988,"Animation,ScienceFiction,Action",Katsuhiro Otomo,2h 4m,https://themoviedb.org/movie/149
The Last House on the Left,64.0,03/13/2009,"Crime,Thriller,Horror,Drama",Dennis Iliadis,1h 50m,https://themoviedb.org/movie/18405
The Smurfs 2,58.0,08/02/2013,"Fantasy,Family,Comedy,Animation",Raja Gosnell,1h 45m,https://themoviedb.org/movie/77931
Cadaver,56.0,10/22/2020,"Drama,Horror,Thriller",Jarand Herdal,1h 26m,https://themoviedb.org/movie/692969
The Scorpion King 3: Battle for Redemption,45.0,01/17/2012,"Action,Adventure,Fantasy,Drama",Roel Reiné,1h 46m,https://themoviedb.org/movie/78049
The Boss Baby,65.0,03/31/2017,"Animation,Comedy,Family",Tom McGrath,1h 37m,https://themoviedb.org/movie/295693
Pocahontas II: Journey to a New World,55.0,08/04/1998,"Family,Adventure,Animation,Romance","Bradley Raymond,Tom Ellery",1h 12m,https://themoviedb.org/movie/13761
Bruce Almighty,67.0,05/23/2003,"Fantasy,Comedy",Tom Shadyac,1h 41m,https://themoviedb.org/movie/310
Scott Pilgrim vs. the World,75.0,08/25/2010,"Action,Comedy,Fantasy,Romance",Edgar Wright,1h 52m,https://themoviedb.org/movie/22538
The Fifth Element,75.0,08/19/1997,"Adventure,Fantasy,Action,Thriller,ScienceFiction",Luc Besson,2h 6m,https://themoviedb.org/movie/18
Hostel,59.0,01/06/2006,Horror,Eli Roth,1h 34m,https://themoviedb.org/movie/1690
Sky High,62.0,07/29/2005,"Adventure,Comedy,Family",Mike Mitchell,1h 40m,https://themoviedb.org/movie/11459
300,72.0,03/16/2007,"Action,Adventure,War",Zack Snyder,1h 57m,https://themoviedb.org/movie/1271
Bad Boys,68.0,04/07/1995,"Action,Comedy,Crime,Thriller",Michael Bay,1h 59m,https://themoviedb.org/movie/9737
Xtreme,66.0,06/04/2021,"Action,Adventure,Crime",Daniel Benmayor,1h 51m,https://themoviedb.org/movie/726429
Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,68.0,09/03/2016,Animation,Shunsuke Tada,1h 30m,https://themoviedb.org/movie/401043
Pan's Labyrinth,77.0,10/20/2006,"Fantasy,Drama,War",Guillermo del Toro,1h 58m,https://themoviedb.org/movie/1417
Secret Window,66.0,04/23/2004,"Mystery,Thriller",David Koepp,1h 36m,https://themoviedb.org/movie/1586
Reservoir Dogs,81.0,09/02/1992,"Crime,Thriller",Quentin Tarantino,1h 39m,https://themoviedb.org/movie/500
Here Today,73.0,05/07/2021,"Comedy,Drama",Billy Crystal,1h 57m,https://themoviedb.org/movie/711475
Tinker Bell and the Great Fairy Rescue,66.0,09/21/2010,"Animation,Adventure,Family,Fantasy",Bradley Raymond,1h 16m,https://themoviedb.org/movie/44683
Death of Me,50.0,11/29/2020,"Horror,Mystery",Darren Lynn Bousman,1h 35m,https://themoviedb.org/movie/595149
"Paul, Apostle of Christ",74.0,03/28/2018,"Drama,History",Andrew Hyatt,1h 48m,https://themoviedb.org/movie/476968
Garo: Divine Flame,53.0,04/01/2016,"Action,Animation",Yuichiro Hayashi,1h 18m,https://themoviedb.org/movie/374195
11M,61.0,02/23/2022,Documentary,José Gómez,1h 32m,https://themoviedb.org/movie/940332
The Autopsy of Jane Doe,67.0,01/13/2017,"Horror,Mystery",André Øvredal,1h 26m,https://themoviedb.org/movie/397243
Beyond the Boundary: I'll Be Here – Past,69.0,03/15/2015,"Animation,Fantasy,Action,Drama,Comedy",Taichi Ishidate,1h 22m,https://themoviedb.org/movie/311056
Berserk: The Golden Age Arc III - The Advent,76.0,02/01/2013,"Action,Adventure,Drama,Fantasy,Animation",Toshiyuki Kubooka,1h 50m,https://themoviedb.org/movie/144288
Black as Night,54.0,10/01/2021,"Horror,Thriller",Maritte Lee Go,1h 27m,https://themoviedb.org/movie/767504
The Matrix Reloaded,70.0,05/15/2003,"Adventure,Action,Thriller,ScienceFiction","Lana Wachowski,Lilly Wachowski",2h 18m,https://themoviedb.org/movie/604
JJ+E,54.0,09/08/2021,"Romance,Drama",Alexis Almström,1h 30m,https://themoviedb.org/movie/726916
9 Bullets,58.0,04/14/2022,"Action,Thriller",Gigi Gaston,1h 36m,https://themoviedb.org/movie/777831
Pandemic,50.0,04/01/2016,"Action,ScienceFiction,Horror",John Suits,1h 31m,https://themoviedb.org/movie/346651
Mamma Mia!,70.0,07/18/2008,"Comedy,Romance",Phyllida Lloyd,1h 48m,https://themoviedb.org/movie/11631
Lucas,59.0,06/25/2021,Drama,Álex Montoya,1h 32m,https://themoviedb.org/movie/800099
Sin City: A Dame to Kill For,64.0,08/22/2014,"Crime,Action,Thriller","Frank Miller,Robert Rodriguez",1h 42m,https://themoviedb.org/movie/189
Welcome to Smelliville,74.0,05/06/2021,"Animation,Adventure,Family,Fantasy","Toby Genkel,Jens Møller",1h 25m,https://themoviedb.org/movie/805051
The Unfamiliar,60.0,08/19/2021,"Thriller,Horror",Henk Pretorius,1h 29m,https://themoviedb.org/movie/675490
Olaf's Frozen Adventure,64.0,11/22/2017,"Animation,Family,Adventure,Comedy,Fantasy","Stevie Wermers,Kevin Deters",22m,https://themoviedb.org/movie/460793
The Hand of God,76.0,12/02/2021,Drama,Paolo Sorrentino,2h 10m,https://themoviedb.org/movie/722778
Walking with Dinosaurs,60.0,12/20/2013,"Animation,Family,Adventure","Barry Cook,Neil Nightingale",1h 27m,https://themoviedb.org/movie/77951
The Ring Two,57.0,03/18/2005,"Drama,Horror,Thriller",Hideo Nakata,1h 50m,https://themoviedb.org/movie/10320
Piranha,59.0,08/03/1978,"Horror,Comedy",Joe Dante,1h 34m,https://themoviedb.org/movie/24831
3096 Days,75.0,02/28/2013,Drama,Sherry Hormann,1h 51m,https://themoviedb.org/movie/166666
AVP: Alien vs. Predator,59.0,10/01/2004,"Adventure,ScienceFiction,Action,Horror",Paul W. S. Anderson,1h 41m,https://themoviedb.org/movie/395
21,67.0,03/27/2008,"Drama,Crime",Robert Luketic,2h 3m,https://themoviedb.org/movie/8065
City of God,84.0,01/18/2007,"Drama,Crime",Fernando Meirelles,2h 10m,https://themoviedb.org/movie/598
Leprechaun 2,56.0,04/08/1994,"Comedy,Horror",Rodman Flender,1h 25m,https://themoviedb.org/movie/18009
Dragon Ball: Plan to Eradicate the Super Saiyans,71.0,11/11/2010,"Action,Animation,Adventure",Yoshihiro Ueda,30m,https://themoviedb.org/movie/89636
Hole in One,41.0,09/12/2009,Comedy,Drew Ann Rosenberg,1h 35m,https://themoviedb.org/movie/45781
Saw V,62.0,10/24/2008,"Horror,Thriller,Crime",David Hackl,1h 35m,https://themoviedb.org/movie/11917
Couples Retreat,55.0,10/09/2009,"Comedy,Romance",Peter Billingsley,1h 53m,https://themoviedb.org/movie/19899
Dragonheart 3: The Sorcerer's Curse,54.0,02/24/2015,Fantasy,Colin Teague,1h 37m,https://themoviedb.org/movie/300803
Allegiant,61.0,03/18/2016,"Adventure,ScienceFiction,Action,Mystery",Robert Schwentke,2h,https://themoviedb.org/movie/262504
Night at the Museum: Secret of the Tomb,62.0,12/19/2014,"Adventure,Comedy,Fantasy,Family",Shawn Levy,1h 38m,https://themoviedb.org/movie/181533
The Unborn,52.0,01/09/2009,"Horror,Thriller,Mystery",David S. Goyer,1h 27m,https://themoviedb.org/movie/13788
The Hot Chick,63.0,12/13/2002,"Comedy,Fantasy",Tom Brady,1h 44m,https://themoviedb.org/movie/11852
Heks,63.0,12/15/2020,"Horror,Drama",Reine Swart,1h 22m,https://themoviedb.org/movie/718022
The Babysitter,61.0,10/13/2017,"Comedy,Horror",McG,1h 25m,https://themoviedb.org/movie/419479
Marmaduke,53.0,06/04/2010,"Family,Comedy",Tom Dey,1h 27m,https://themoviedb.org/movie/38579
RED 2,65.0,07/18/2013,"Action,Comedy,Crime,Thriller",Dean Parisot,1h 56m,https://themoviedb.org/movie/146216
10 Things I Hate About You,75.0,03/31/1999,"Comedy,Romance,Drama",Gil Junger,1h 37m,https://themoviedb.org/movie/4951
Scooby-Doo 2: Monsters Unleashed,60.0,04/23/2004,"Mystery,Fantasy,Adventure,Comedy",Raja Gosnell,1h 33m,https://themoviedb.org/movie/11024
Assassins,74.0,08/12/2021,Documentary,Ryan White,1h 44m,https://themoviedb.org/movie/653740
Star Trek Into Darkness,73.0,05/16/2013,"Action,Adventure,ScienceFiction",J.J. Abrams,2h 12m,https://themoviedb.org/movie/54138
Come True,62.0,09/24/2020,"ScienceFiction,Horror",Anthony Scott Burns,1h 45m,https://themoviedb.org/movie/515454
Insidious: Chapter 3,63.0,06/05/2015,"Horror,Drama,Thriller",Leigh Whannell,1h 37m,https://themoviedb.org/movie/280092
The Transporter,67.0,10/02/2002,"Action,Crime,Thriller","Louis Leterrier,Corey Yuen",1h 32m,https://themoviedb.org/movie/4108
This Isn't Sex Tape XXX: It's A Spoof!,0.0,08/07/2014,,,2h 21m,https://themoviedb.org/movie/968174
Arcadeología,100.0,07/29/2021,Documentary,Mario-Paul Martínez,1h 40m,https://themoviedb.org/movie/853424
American Wedding,62.0,08/01/2003,"Comedy,Romance",Jesse Dylan,1h 43m,https://themoviedb.org/movie/8273
Shut In,53.0,11/11/2016,"Drama,Thriller",Farren Blackburn,1h 31m,https://themoviedb.org/movie/329981
Chicken Run,67.0,06/23/2000,"Animation,Comedy,Family","Peter Lord,Nick Park",1h 24m,https://themoviedb.org/movie/7443
The Witch,69.0,02/19/2016,"Horror,Mystery,Drama,Fantasy",Robert Eggers,1h 32m,https://themoviedb.org/movie/310131
Tomb Raider,64.0,03/16/2018,"Action,Adventure,Fantasy",Roar Uthaug,1h 58m,https://themoviedb.org/movie/338970
Outcast,50.0,02/27/2015,Action,Nick Powell,1h 38m,https://themoviedb.org/movie/289720
40 Years Young,65.0,03/10/2022,Comedy,Pietro Loprieno,1h 21m,https://themoviedb.org/movie/949270
Insidious: The Last Key,62.0,01/05/2018,"Horror,Mystery,Thriller",Adam Robitel,1h 43m,https://themoviedb.org/movie/406563
Chinese Zodiac,61.0,01/04/2013,"Action,Adventure",Jackie Chan,1h 49m,https://themoviedb.org/movie/98567
Respect the Jux,50.0,05/06/2022,"Crime,Drama,Thriller,Action",G.H. Goba,NAN,https://themoviedb.org/movie/962675
Van Helsing,63.0,07/02/2004,"Horror,Adventure,Action",Stephen Sommers,2h 12m,https://themoviedb.org/movie/7131
Frankenweenie,69.0,10/05/2012,"Animation,Comedy,Family",Tim Burton,1h 27m,https://themoviedb.org/movie/62214
Battleship,58.0,04/13/2012,"Thriller,Action,Adventure,ScienceFiction",Peter Berg,2h 11m,https://themoviedb.org/movie/44833
The Gentlemen,77.0,01/24/2020,"Crime,Action,Comedy",Guy Ritchie,1h 53m,https://themoviedb.org/movie/522627
Jason Bourne,63.0,07/29/2016,"Action,Thriller",Paul Greengrass,2h 3m,https://themoviedb.org/movie/324668
Easy A,68.0,09/17/2010,Comedy,Will Gluck,1h 33m,https://themoviedb.org/movie/37735
Clueless,73.0,07/19/1995,"Comedy,Romance",Amy Heckerling,1h 37m,https://themoviedb.org/movie/9603
The Lorax,65.0,05/18/2012,"Animation,Family","Chris Renaud,Kyle Balda",1h 26m,https://themoviedb.org/movie/73723
Malena,74.0,10/27/2000,Drama,Giuseppe Tornatore,1h 49m,https://themoviedb.org/movie/10867
Trust No One: The Hunt for the Crypto King,58.0,03/30/2022,"Documentary,Crime",Luke Sewell,1h 30m,https://themoviedb.org/movie/946327
Hunter Killer,68.0,10/26/2018,"Action,Thriller",Donovan Marsh,2h 1m,https://themoviedb.org/movie/399402
Playhouse,55.0,11/17/2020,"Horror,Thriller","Toby Watts,Fionn Watts",1h 27m,https://themoviedb.org/movie/728791
How I Fell in Love with a Gangster,67.0,01/05/2022,"Crime,Drama",Maciej Kawulski,2h 59m,https://themoviedb.org/movie/809972
Rings,50.0,02/03/2017,Horror,F. Javier Gutiérrez,1h 42m,https://themoviedb.org/movie/14564
Free Willy,62.0,07/16/1993,"Family,Adventure,Drama",Simon Wincer,1h 52m,https://themoviedb.org/movie/1634
Black Emanuelle,45.0,11/27/1975,"Drama,Romance,Adventure",Bitto Albertini,1h 34m,https://themoviedb.org/movie/40348
Respect,67.0,08/13/2021,"Music,Drama,History",Liesl Tommy,2h 25m,https://themoviedb.org/movie/592863
ParaNorman,69.0,08/17/2012,"Family,Animation,Adventure,Comedy","Chris Butler,Sam Fell",1h 30m,https://themoviedb.org/movie/77174
Bleach the Movie: Hell Verse,74.0,12/04/2010,"Action,Animation,Fantasy,Adventure",Noriyuki Abe,1h 34m,https://themoviedb.org/movie/73245
Alice Under the Table,45.0,10/15/2015,,Ivan Boutazakht,NAN,https://themoviedb.org/movie/721045
Huevos: Little Rooster's Egg-Cellent Adventure,70.0,09/04/2015,"Animation,Family","Rodolfo Riva Palacio Alatriste,Gabriel Riva Palacio Alatriste",1h 39m,https://themoviedb.org/movie/264419
Jeepers Creepers: Reborn,83.0,02/17/2022,"Horror,Thriller",Timo Vuorensola,1h 28m,https://themoviedb.org/movie/717728
